id,incident_title,incident_description,incident_date,location_id,location_name,latitude,longitude,country_id,category_id,category_title,building,landmark,area,city,state,country
5498,"Violence in Cameroon","Once a girl was almost raped at a birth day party.Due to intervention, the girl was rescued","05-04-2015 08:00",5867,"Melisa Bar,Tiko road Mutengene",3.8667,11.5167,105,9,"Indecent exposure",,,"Centre ville",Yaounde,Centre,Cameroon
5499,"Violence in Cameroon","I was raped  by my husband.I was not in the mood of having sex at the moment he requested because I was afraid of unwanted pregnancy .It agraviated to the extent that it broke into a fight .","05-04-2015 08:00",5868,"Mile 16 ,Buea",3.8667,11.5167,105,10,"Sexual Invites",,,"Centre ville",Yaounde,Centre,Cameroon
5500,"Violence in Cameroon","A young lady of about 16 years was beaten by a young boy .When neighbours came to the scene,he told them that the girl had drank in his off licence(bar) several times and promise to have sex with him which never took place.","05-04-2015 08:00",5869,"Mile 17 Buea",3.8667,11.5167,105,6,"Ogling/Facial Expressions/Staring",,,"Centre ville",Yaounde,Centre,Cameroon
5501,"Violence in Cameroon","A neighbour of mine was seriously beaten when she was in class six because she refused to have sex with her classmate.","05-04-2015 08:00",5870,"Batibo,North west region",3.8667,11.5167,105,10,"Sexual Invites",,,"Centre ville",Yaounde,Centre,Cameroon
5502,"Violence in Cameroon","A man came to our neigbours house late in the night and was knocking at the window of the room where the girl children were sleeping.The matter almost cost the man's life because the father thought it was a thief but the man shouted that he was looking for one of the girl children in that house.","05-04-2015 08:00",5871,"Limbe road Mutengene, South west region.",3.8667,11.5167,105,6,"Ogling/Facial Expressions/Staring",,,"Centre ville",Yaounde,Centre,Cameroon
5503,"Violence in Cameroon","A friend of mine was raped and abandoned in a bush.School children met her lying there early in the morning helpless.She was taken to the hospital by well wishers. Her parents heard of it only when she was in the hospital","05-04-2015 08:00",5872,"Mile 18 Muea, Buea",3.8667,11.5167,105,1,Catcalls/Whistles,,,"Centre ville",Yaounde,Centre,Cameroon
5504,"Violence in Cameroon","A neigbbour's daughter of 3 years was raped by a 40 years old man 2 years ago.The little girl's vagina was destroyed The man was arrested by the police and jailed.Before I left Bamenda,the matter was still in court.","05-04-2015 08:00",5873,"Ndop 1 ,Bamenda",3.8667,11.5167,105,6,"Ogling/Facial Expressions/Staring",,,"Centre ville",Yaounde,Centre,Cameroon
5505,"Violence in Cameroon","One day when I was about to take a taxi at mile 14 Buea, a boy dragged my hand ,when I tried to cease my self he did not allow me because he has been trying to date me to no avail.When I was too stiff, he gave me a slap on my cheek.I reported to the quarter head.","05-04-2015 08:00",5874,"Dibanda,Mile 14 Buea",3.8667,11.5167,105,6,"Ogling/Facial Expressions/Staring",,,"Centre ville",Yaounde,Centre,Cameroon
5506,"Violence in Cameroon","A neigbour of mine was abandoned with 6 children by her husband.The man has finally gone and met another childless woman and signed a marriage certificate with her in court","05-04-2015 08:00",5875,"Dibanda,Mile 14 Buea",3.8667,11.5167,105,1,Catcalls/Whistles,,,"Centre ville",Yaounde,Centre,Cameroon
5507,"Violence in Cameroon","When I was 10 years old a man of about 30 years invited me to a store and bought me bon-bon .He took me to a near by bush and asked me to undress.I started crying and he forced his penis into my vagina.It was so painful.I did not tell any body .","05-04-2015 08:00",5876,"Mankon town,Bamenda",3.8667,11.5167,105,6,"Ogling/Facial Expressions/Staring",,,"Centre ville",Yaounde,Centre,Cameroon
5508,"Violence in Cameroon","I am a 16 year old married to a young boy of 25 years.We agreed that I will be going to school while in his house but suprisingly he wants us to start having children out of my wish. It has brought serious problems that he tears my pants because he wants us to have sex even in my unsafe period .","05-04-2015 08:00",5877,"Muyuka,south west region",3.8667,11.5167,105,10,"Sexual Invites",,,"Centre ville",Yaounde,Centre,Cameroon
5509,"Violence in Cameroon","A girl was almost raped in her own house by thiefs who came to her neighbour to steal.This girl was saved because of me when they came to take my school shoes. I intend to report this to the police.","05-04-2015 08:00",5878,"Dibanda,Mile 14 Buea",3.8667,11.5167,105,10,"Sexual Invites",,,"Centre ville",Yaounde,Centre,Cameroon
5510,"Violence in Cameroon","One evening when I was passing in a car I saw a young man standing with a girl .I came out of the car and discovered a young girl lying there helpless.It was reported to the police by passers by and someone even snapped a photo of her which showed her nakedness.","05-04-2015 08:00",5879,"Mile 17 Buea",3.8667,11.5167,105,6,"Ogling/Facial Expressions/Staring",,,"Centre ville",Yaounde,Centre,Cameroon
5511,"Violence in Cameroon","This happened to a friend of mine who went to the market to buy some vegetable .On her way back,she met some boys who came out of the bush and started insulting her because she refused the request of one of them.","05-04-2015 08:00",5880,"Mile 14 ,Dibanda Buea,South west region",3.8667,11.5167,105,10,"Sexual Invites",,,"Centre ville",Yaounde,Centre,Cameroon
5512,"Violence in Cameroon","The person followed me and was pulling my hands against my wish .","05-04-2015 08:00",5881,"Dibanda,Mile 14 Buea",3.8667,11.5167,105,1,Catcalls/Whistles,,,"Centre ville",Yaounde,Centre,Cameroon
5513,"Sexual Invites","There this guy who was persistently chatting me up but i refused his advances.One day on my way back from school i met this guy at Mile 2 Nkwen,Bamenda.He stopped me and said ,he needed to talk to me.I  was really tired and needed to go back home.He held me by force with his arms and rufused to let me go.I pleased to no avail but he won't let me go.So i finally i saw two of my males friends who were from eating .I called out for them.When i did this guy who grabbed me, freed me and i left with my other two male friends.","09-04-2013 20:15",5882,"Bamenda, Cameroon",5.963051,10.159121,47,"4 | 8 | 10 | 15","Stalking | Touching /Groping | Sexual Invites | Others",,,,Bamenda,Northwest,Cameroon
5514,"Uttam Nagar","I was on my way to school, an old man was coming towards me. He groped by breasts and it hurt a lot. I was very scared and I just ran to my school. I told my friends about it and they laughed at me and made fun of me. I've kept shut ever since.","26-05-2015 13:59",5883,"Uttam Nagar, Hostal Vihar, Om Vihar, Hastsal, New Delhi, Delhi 110059, India",28.626665,77.05587,105,8,"Touching /Groping",,110059,"Hostal Vihar",Delhi,Delhi,India
5515,"Uttam Nagar","i had gone to a photo studio to get passport size pictures clicked. The guy told me to collect them the next day. When i went there the next day, he was there all by himself. He told me i am beautiful and i should pose for pictures, when i refused, he started forcing himself on me. I pushed him and ran out. I decided not to tell anyone about this because they would have blamed me only.","26-05-2015 13:02",5884,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,10,"Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5516,"Uttam Nagar","my chain was snatched in the main market.","26-05-2015 13:08",5885,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,17,"Chain Snatching / Robbery",,110059,"Uttam Nagar",Delhi,Delhi,India
5517,"Uttam Nagar","an old man held my wrist forcibly and tried forcing himself on me. I ran away. this happened in the evening at balaji chowk.","26-05-2015 13:09",5886,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5518,"Uttam Nagar","i had gone to a shop near my house to buy some stuff in the evening. 2 boys started following me, i got scared and shouted but no one came to help me. i walked faster, when i spotted my father, i called out for him and these boys ran away then. this happened in vikas nagar, street no-2.","26-05-2015 13:11",5887,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5519,"Uttam Nagar","an old man kept passing dirty stares to my sister when she went to the market in the afternoon. she did not say anything to him but she told me about it.","26-05-2015 13:15",5888,"Deep Vihar, Rajan Enclave, Hastsal, New Delhi, Delhi 110059, India",28.635059,77.049955,105,6,"Ogling/Facial Expressions/Staring",,110066,"Deep Vihar",Delhi,Delhi,India
5520,"Uttam Nagar","i was sexually molested in my house.","26-05-2015 13:17",5889,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5521,"Uttam Nagar","a man misbehaved with me in the market. no one helped me","26-05-2015 13:18",5890,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"2 | 4","Commenting | Stalking",,110059,"Uttam Nagar",Delhi,Delhi,India
5522,"Uttam Nagar","i was alone at home when a man came to my place. my mother is a domestic help at his house. he inquired about my mother and i told him that she is not at home and he should come back in the evening. then he told me that he is here to meet me and he started touching me wrongly. I started crying. he then went away. when my mother came back home, i told her about it, she told me that she has taken 10,000 rupees from him and that is why he did this. when that man came home again in the evening, he started threatening my mom to return the money or get me married to him. my mother without thinking about me got me married to him. he rapes me every other night but i am so scared that i don't do anything about it.","26-05-2015 13:20",5891,"Vikas Nagar, New Delhi, Delhi 110059, India",28.639235,77.028934,105,11,"Rape / Sexual Assault",,110059,"Suraksha Vihar",Delhi,Delhi,India
5523,"Uttam Nagar","this happened in shiv vihar. i had gone to the market late in the evening. the shopkeeper first spoke to me about the weather and then he started talking dirty with me.","26-05-2015 13:25",5892,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,10,"Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5524,"Uttam Nagar","my friend's boyfriend at the pretext of taking her out for enjoyment raped her. she does not come to school anymore.","26-05-2015 13:26",5893,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5525,"Uttam Nagar","a shopkeeper used to misbehave with girls by telling them lies that he will help them with filling up the LIC forms. he would invite them home and touch them inappropriately.","26-05-2015 13:28",5894,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5526,"Uttam Nagar","a man tried touching me inappropriately in the park  in the afternoon.","26-05-2015 13:31",5895,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,8,"Touching /Groping",,110059,"Uttam Nagar",Delhi,Delhi,India
5527,"Uttam Nagar","i was sexually molested by a man in the street i live in. it was dark and no one was around to save me.","26-05-2015 13:32",5896,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5528,"Uttam Nagar","an old man misbehaved with me in the hospital. he touched my breasts. i was too scared to do anything.","26-05-2015 13:33",5897,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,8,"Touching /Groping",,110059,"Uttam Nagar",Delhi,Delhi,India
5529,"Uttam Nagar","i had gone to the market to eat something with my sister in the evening. on our way back, a guy started following us, we ran home. when we told our mom about it, she blamed us for inviting this upon ourselves.","26-05-2015 13:35",5898,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5530,"Uttam Nagar","this happened in the afternoon near the drain near uttam nagar east metro station. few men were whistling at me and staying dirty things, i told people around me about it but they just ignored me. since i was alone, i just went back home fast.","26-05-2015 13:38",5899,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 2 | 10","Catcalls/Whistles | Commenting | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5531,"Uttam Nagar","a man kept staring at me at the uttam nagar east metro station","26-05-2015 13:40",5900,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,6,"Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5532,"Uttam Nagar","a friend of mine was abused by a man in the market. he passed dirty comments and tried touching her inappropriately","26-05-2015 13:41",5901,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5533,"Uttam Nagar","i had gone to my friend's place in the afternoon. we were sitting outside her house and talking when we saw a man who was constantly staring in our direction. we told an uncle nearby about it but he ignored us, then we told an aunty about us who came and helped us. she confronted the man, he first denied doing it but then later apologized and left","26-05-2015 13:43",5902,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,6,"Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5534,"Uttam Nagar","my friend had gone to the market in the evening. a guy approached and told her that he likes her and wants to be friends with her, when she told him to go away, he made sexual comments. the girl told her mother about it who in turn blamed her for not wearing the right clothes when going out.","26-05-2015 13:45",5903,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,10,"Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5535,"Uttam Nagar","i know of a couple who had gone to get married. the guy stabbed her at the temple with a knife and ran away. i don't know more about this case","26-05-2015 13:48",5904,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5536,"Uttam Nagar","an uncle was beating up his wife in the street outside their house. no one helped the lady. he later went inside and assaulted her further and locked her up","26-05-2015 13:49",5905,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5537,"Uttam Nagar","my friend used to work as a domestic help at an uncle's place. on her way to work, she was being followed and commented at by few men. she informed her employer about it who then confronted these men and got them to stop","26-05-2015 13:50",5906,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"2 | 4","Commenting | Stalking",,110059,"Uttam Nagar",Delhi,Delhi,India
5538,"Uttam Nagar","a friend of ours was being stalked by 2 men for days at a stretch. she told us about it that she is scared to confront them and keeps ignoring. we told her to react before things go out of hand.","26-05-2015 13:52",5907,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5539,"Uttam Nagar","few boys keep misbehaving with me in college. i've told them that i'll complain but they continue. i am scared to report further","26-05-2015 13:54",5908,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 2","Catcalls/Whistles | Commenting",,110059,"Uttam Nagar",Delhi,Delhi,India
5540,"Uttam Nagar","i was washing clothes in my house when a strange man entered my house. he told me to take 100 rupees and give me a kiss. i shouted out to my mother and told her about it. she told me that this man works with my father and will never do such a thing. she did not believe me.","26-05-2015 13:56",5909,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,10,"Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5541,"Uttam Nagar","my friend and i were returning home from work. two men started whistling and following us. we were scared and we walked faster and ignored them. i told my mother about it who told me to ignore them and avoid further trouble. we take a different route now","26-05-2015 13:59",5910,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 4","Catcalls/Whistles | Stalking",,110059,"Uttam Nagar",Delhi,Delhi,India
5542,"Uttam Nagar","two men misbehaved with me on my way back from school in the afternoon.","26-05-2015 22:00",5911,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"2 | 10","Commenting | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5543,"Uttam Nagar","i was groped in the market in the evening.","26-05-2015 22:01",5912,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,8,"Touching /Groping",,110059,"Uttam Nagar",Delhi,Delhi,India
5544,"Uttam Nagar","this happened to me in my school in hastsal village. an uncle approached me with biscuits, when i took them from him, he started touching me inappropriately","26-05-2015 22:02",5913,"Uttam Nagar, Hostal Vihar, Om Vihar, Hastsal, New Delhi, Delhi 110059, India",28.626665,77.05587,105,8,"Touching /Groping",,110059,"Hostal Vihar",Delhi,Delhi,India
5545,"Uttam Nagar","i was sexually molested in shiv vihar late at night","26-05-2015 22:07",5914,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5546,"Uttam Nagar","this happened in maharani enclave at night. i was commented at, dirty comments.","26-05-2015 22:09",5915,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,2,Commenting,,110059,"Uttam Nagar",Delhi,Delhi,India
5547,"Uttam Nagar","this happened in the dda park near wednesday market. i was going back home from school in the afternoon when two men started following me. i got really scared.","26-05-2015 22:10",5916,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5548,"Uttam Nagar","i was on my terrace in the afternoon when a boy from the adjoining house approached me and asked me if i wanted to be friends with him. i said a yes. later that night, we were again on the terrace. he asked for a kiss, when i refused, he started groping me and touching me inappropriately","26-05-2015 22:11",5917,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,8,"Touching /Groping",,110059,"Uttam Nagar",Delhi,Delhi,India
5549,"Uttam Nagar","i had gone to the wednesday market in the afternoon. on my way back, a man followed me back home, i got scared and ran to inform my brothers about it. my brothers then beat him up and made him apologize","26-05-2015 22:14",5918,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5550,"Uttam Nagar","my chain was snatched in the afternoon by an unknown man at the wednesday market. he immediately fled. i was too scared to tell anyone about it","26-05-2015 22:15",5919,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,17,"Chain Snatching / Robbery",,110059,"Uttam Nagar",Delhi,Delhi,India
5551,"Uttam Nagar","my real brother sexually abuses me. i told my mother about it but she refuses to believe me. we live near the wednesday market","26-05-2015 22:17",5920,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5552,"Uttam Nagar","a man near my house keeps staring at me whenever i step outside. he passes comments at me and places lewd songs. he told me he wants to marry me. when i confided in my mom about me, she got really angry and started beating me up. she did not talk to me for days after that. a girl is always blamed even when she is right. my house is in b-block, near wednesday market where this happens.","26-05-2015 22:19",5921,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 6 | 10","Catcalls/Whistles | Ogling/Facial Expressions/Staring | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5553,"Uttam Nagar","boys stand outside our school and stare and pass lewd comments at us. this happens almost everyday. my school is in hastsal.","26-05-2015 22:21",5922,"Uttam Nagar, Hostal Vihar, Om Vihar, Hastsal, New Delhi, Delhi 110059, India",28.626665,77.05587,105,"1 | 2 | 10","Catcalls/Whistles | Commenting | Sexual Invites",,110059,"Hostal Vihar",Delhi,Delhi,India
5554,"Uttam Nagar","whenever i go on my terrace, i spot this guy just staring at me. he continues to do so even when i go with my friends. we don't like it at all. my house is in sainik enclave where this happens.","26-05-2015 22:23",5923,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,6,"Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5555,"Uttam Nagar","on our way to school, my friend was stopped by a man who started touching her breasts, we ran away out of fear. it was horrifying.","26-05-2015 22:24",5924,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,8,"Touching /Groping",,110059,"Uttam Nagar",Delhi,Delhi,India
5556,"Uttam Nagar","whenever my friend goes to the market in the evening, two boys keep whistling at her and pass comments on her body and clothes. this happens near kamad 2 road, street 8.","26-05-2015 22:26",5925,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 2","Catcalls/Whistles | Commenting",,110059,"Uttam Nagar",Delhi,Delhi,India
5557,"Uttam Nagar","a girl i know of was raped in a street at Murga Chowk. I have stopped going to that area alone.","26-05-2015 23:07",5926,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5558,"Uttam Nagar","a girl was stabbed by a man by a knife at murga chowk, street no 8 in the afternoon","26-05-2015 23:12",5927,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5559,"Uttam Nagar","a group of men were whistling and passing comments at me in a park near my school. my school is near kamandal road.","26-05-2015 23:13",5928,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 2","Catcalls/Whistles | Commenting",,110059,"Uttam Nagar",Delhi,Delhi,India
5560,"Uttam Nagar","this incident happened at the wednesday market. a man was constantly staring at me and following me around. when i told a vendor nearby about it, he confronted the man who then went away. this happened in the evening.","26-05-2015 23:14",5929,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"4 | 6","Stalking | Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5561,"Uttam Nagar","a man near my house would keep staring at me. he then started following me to my school. one day he came really close and started whispering sexually suggestive things and even tried touching me inappropriately. i did not go to school for a few days and i was very scared to inform my mother also about it. this happens near hanuman mandir in vikas nagar.","26-05-2015 23:17",5930,"Vikas Nagar, New Delhi, Delhi 110059, India",28.639235,77.028934,105,"4 | 6 | 8 | 10","Stalking | Ogling/Facial Expressions/Staring | Touching /Groping | Sexual Invites",,110059,"Suraksha Vihar",Delhi,Delhi,India
5562,"Uttam Nagar","i was at my relative's place. my aunt had gone out and i was alone at home with my uncle. he called me to his room and told me to sit close to him. he then started touching my personal body parts and tore my inner when i shouted. when i started screaming, he got up to run away and threatened that if i told anyone, he will hurt me badly.","26-05-2015 23:23",5931,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5563,"Uttam Nagar","this incident happened at my sister's wedding. a boy kept clicking my pictures. when i confronted him, he told me that he likes me and told me to come to a private place with him. when i refused, he threatened that he'll tell everyone that i wanted to run away with him. i was so scared, i just did not know what to do. i went back home and did not get out for a few days. this happened near kali mata mandir.","26-05-2015 23:27",5932,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"3 | 10","Taking pictures | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5564,"Uttam Nagar","this incident happened on 40 foota road, vikas nagar, phase 3. 2 men molested my friend in a street near her house.","26-05-2015 23:31",5933,"Vikas Nagar, New Delhi, Delhi 110059, India",28.639235,77.028934,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Suraksha Vihar",Delhi,Delhi,India
5565,"Uttam Nagar","a man kept staring at me and made weird facial expressions while i was buying vegetables at the wednesday market.","26-05-2015 23:35",5934,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,6,"Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5566,"Uttam Nagar","i was getting back home from work when a group of men started passing horrible comments on me, my character and my clothes. i did not know how to react, i am a married woman and had i said anything, the people in our society would have blamed me. this happened near kali mata mandir.","26-05-2015 23:37",5935,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"2 | 10","Commenting | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5567,"Uttam Nagar","i was getting home from my tuitions when i noticed that i am being followed by a group of men. when i confronted them, they denied that they are following me. this happened in the afternoon.","26-05-2015 23:45",5936,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5568,"Uttam Nagar","a man would stalk me on my way to home and whenever i looked at him, he would stare back. this happens near ravi bazaar, pradhan chowk.","26-05-2015 23:48",5937,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5569,"Uttam Nagar","a boy stalked me for weeks at a stretch but i was too scared to do anything about it.","26-05-2015 23:50",5938,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5570,"Uttam Nagar","a man managed to forcefully tie me to a tree in DDA park when i was getting back from my school in the afternoon. he kissed me and touched me inappropriately and then ran away as i stood their protesting. i finally managed to untangle and get back home. i was terrified for days at the thought of school. i still get nightmares.","26-05-2015 23:52",5939,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 11","Touching /Groping | Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5571,"Uttam Nagar","a boy kept coming to the street where my house is. he would sing sexually suggestive songs and whistle whenever i passed him","26-05-2015 23:54",5940,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 10","Catcalls/Whistles | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5572,"Uttam Nagar","i had gone to fetch water, a man approached me and asked for water. when i was giving it to him, he scanned me from top to toe and his stare made me extremely uncomfortable. this happened near the wednesday market","26-05-2015 23:56",5941,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,6,"Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5573,"Uttam Nagar","a man would stalk me from the market to my house in the evening and insist on being friends with me. he was way older to me and all of this scared me. this mostly happened when i would be returning from the wednesday market","27-05-2015 00:00",5942,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5574,"Uttam Nagar","a man followed me from the wednesday market to where i was going. i tried to mislead him so that he does not figure out my home address. i had spotted him in the market","27-05-2015 00:05",5943,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5575,"Uttam Nagar","a man kept following me in the wednesday market as i was buying vegetables. this market is a nuisance. such occurrences are usual and we do not know what to do.","27-05-2015 00:06",5944,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,4,Stalking,,110059,"Uttam Nagar",Delhi,Delhi,India
5576,"Uttam Nagar","my husband beats me up, not just at home but even outside. he is an alcoholic and does not work. he spends all my hard earned money on alcohol. when i go to a shop to buy groceries, he makes allegations on me that i am having an affair. i've complained to the police several times but they do not help me and tell me to sort it on my own. i live near the wednesday market.","27-05-2015 01:34",5945,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,11,"Rape / Sexual Assault",,110059,"Uttam Nagar",Delhi,Delhi,India
5577,"Uttam Nagar","my father in law made sexual advances towards me when we were both going to the wednesday market. he asked me to kiss him after we got home. i was horrified. i told my mother in law about it. she told me that i need to live with this and not tell my husband about it or she will send me to my parents'.","27-05-2015 01:36",5946,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"8 | 10","Touching /Groping | Sexual Invites",,110059,"Uttam Nagar",Delhi,Delhi,India
5578,"Uttam Nagar","i was getting  back from school in the afternoon when  men in DDA park approached me and started commenting on me.","27-05-2015 01:39",5947,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,2,Commenting,,110059,"Uttam Nagar",Delhi,Delhi,India
5579,"Uttam Nagar","i was getting back home from the wednesday market in the evening. it was dark already. on my way back home, i saw a man staring at me, before i could figure what was happening, he snatched my chain and ran away","27-05-2015 01:40",5948,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,17,"Chain Snatching / Robbery",,110059,"Uttam Nagar",Delhi,Delhi,India
5580,"Uttam Nagar","i was getting back home from the sunday market when i saw a girl being harassed by few men. they were whistling and passing lewd comments. i approached the girl and told her to speak up. she said its an everyday affair and one should learn to ignore, especially women.","27-05-2015 01:41",5949,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,"1 | 6","Catcalls/Whistles | Ogling/Facial Expressions/Staring",,110059,"Uttam Nagar",Delhi,Delhi,India
5581,"Uttam Nagar","i know of a girl who was groped in the DDA park by men loitering there. no one came to help her","27-05-2015 01:43",5950,"Uttam Nagar, New Delhi, Delhi, India",28.621272,77.061327,105,8,"Touching /Groping",,110059,"Uttam Nagar",Delhi,Delhi,India
